0.005645161	0.066935484	0.025000000	0.04516129
0.043548387	0.220698925	0.080913978	0.07688172
0.133064516	0.524193548	3.725806452	2.860215054
0.795698925	2.072580645	6.572580645	5.424731183
2.693548387	4.833333333	6.438172043	6.10483871
3.440860215	6.470430108	7.252688172	6.696236559
3.801075269	6.983870968	6.940860215	6.518817204
3.938172043	7.362903226	7.206989247	6.424731183
4.067204301	6.978494624	7.287634409	7.233870968
4.153225806	7.408602151	7.438172043	7.051075269
4.397849462	7.422043011	7.825268817	7.591397849
4.849462366	7.908602151	8.408602151	7.809139785
