P3_PhlF,79.03837953,0.079824094,2.837616503,5.05419803
S4_SrpR,37.47832267,0.075382018,0.920887926,3.151379683
B3_BM3R1,9.228944563,0.068052594,3.130749843,3.776012984
A1_AmtR,33.01167315,0.659369427,0.595688986,1.737459254
H1_HlyIIR,16.58612008,0.100693656,1.414959792,2.401131171
Q2_QacR,28.0465597,0.26636975,2.683631456,2.82472426
I1_IcaRA,17.9001218,0.685343078,1.608204534,1.514038909
E1_BetI,40.40521301,0.287164404,2.757154998,2.556416683
F1_AmeR,28.92404143,0.655932888,0.788535636,1.33207058
input_pTac,51.27540867,0.116915423,0.213145414,1.661943472
input_pTet,81.9257285,0.08315565,0.960097246,5.418426561
input_pBAD,31.95904407,0.307702559,0.081978583,4.328645982
input_pLuxStar,11.69651741,0.071384151,0.071271151,1.205257109
