pTet,pPhlF,0x,71.01485606,0.065051849,1.211031834,4.268388285
pTet,pSrpR,0x,29.47494146,0.03652,0.766137481,3.310482487
pTet,pBM3R1,0x,7.348261545,0.052655398,2.741247209,4.729235023
pTet,pAmtR,0x,25.20702072,0.163829913,0.468196375,2.008628304
pTet,pHlyIIR,0x,24.18775703,0.05029417,0.805044425,2.628306964
pTet,pQacR,0x,37.32602664,0.271856122,1.243872352,2.759092533
pTet,pIcaRA,0x,,,,
pTet,pBetI,0x,30.01802405,0.214399559,2.262752005,1.661044778
pTet,pAmeR,0x,21.60614707,0.324786998,0.525624575,3.0620444
pTet,pBAD,0x,22.16103579,0.209086795,0.156142373,1.214160036
pTet,pLuxStar,0x,4.918163751,0.11463765,0.063370695,3.288149536
pTet,pPhlF,x0,1.240550166,0.088073828,0.784248518,2.851059509
pTet,pSrpR,x0,2.141752425,0.031797879,0.528199933,3.170109394
pTet,pBM3R1,x0,2.704511914,0.072332304,0.87304587,3.536288848
pTet,pAmtR,x0,17.24180949,0.199051573,0.571542433,3.817112539
pTet,pHlyIIR,x0,24.20153086,0.068200153,0.694807417,3.390231133
pTet,pQacR,x0,9.451722713,0.366698806,0.668056171,3.658720307
pTet,pIcaRA,x0,,,,
pTet,pBetI,x0,17.06865272,0.240766612,0.612504345,3.084103943
pTet,pAmeR,x0,6.822888176,0.534149269,0.712614073,3.118093997
pTet,pBAD,x0,2.131913973,0.20180634,0.880026625,4.564404526
pTet,pLuxStar,x0,45.07675961,0.107160426,0.611331112,4.268388285
pTet,pPhlF,x1,90.71537357,71.01485606,1.211031834,4.268388285
pTet,pSrpR,x1,48.41396273,29.47494146,0.766137481,3.310482487
pTet,pBM3R1,x1,50.66500069,7.348261545,2.741247209,4.729235023
pTet,pAmtR,x1,30.64178194,25.20702072,0.468196375,2.008628304
pTet,pHlyIIR,x1,21.08274139,24.18775703,0.805044425,2.628306964
pTet,pQacR,x1,27.72172921,37.32602664,1.243872352,2.759092533
pTet,pIcaRA,x1,,,,
pTet,pBetI,x1,56.15879263,30.01802405,2.262752005,1.661044778
pTet,pAmeR,x1,20.4373389,21.60614707,0.525624575,3.0620444
pTet,pBAD,x1,19.63058578,22.16103579,0.156142373,1.214160036
pTet,pLuxStar,x1,46.06060487,4.918163751,0.063370695,3.288149536
pTet,pPhlF,1x,90.71537357,1.240550166,0.784248518,2.851059509
pTet,pSrpR,1x,48.41396273,2.141752425,0.528199933,3.170109394
pTet,pBM3R1,1x,50.66500069,2.704511914,0.87304587,3.536288848
pTet,pAmtR,1x,30.64178194,17.24180949,0.571542433,3.817112539
pTet,pHlyIIR,1x,21.08274139,24.20153086,0.694807417,3.390231133
pTet,pQacR,1x,27.72172921,9.451722713,0.668056171,3.658720307
pTet,pIcaRA,1x,,,,
pTet,pBetI,1x,56.15879263,17.06865272,0.612504345,3.084103943
pTet,pAmeR,1x,20.4373389,6.822888176,0.712614073,3.118093997
pTet,pBAD,1x,19.63058578,2.131913973,0.880026625,4.564404526
pTet,pLuxStar,1x,46.06060487,45.07675961,0.611331112,4.268388285
pPhlF,pSrpR,0x,,,,
